,Comp1,Comp2,Followers,Names,Gaussian,Spectral,Agglomerative,KMeans
100,1.48936651976,0.415820146899,130712.0,Karen Tumulty,0,0,0,2
101,-1.39415761798,0.516320180431,545997.0,Jim Acosta,1,2,2,0
102,0.482746947205,-0.468145407947,9794.0,Arlette Saenz,2,0,0,1
103,-0.874940122097,-0.391094019103,7712.0,George Bennett,1,2,1,0
104,-1.86463522266,-0.123782129114,10144.0,Matt Stiles,1,2,2,0
105,0.901167457032,0.493806933231,124281.0,amy walter,0,0,0,2
106,1.21027071221,-0.960122229525,8510.0,Scott Bland,0,0,0,2
107,-1.70441464238,-0.0511249918053,16285.0,Steve Sebelius,1,2,2,0
108,0.312966416424,-0.566311464775,16830.0,Dan Eggen,2,0,0,1
109,1.38693600748,0.250645990896,24576.0,Shira T. Center,0,0,0,2
110,-0.437206696717,0.404017966582,46657.0,John Dickerson,2,2,1,1
111,-0.432075411846,-0.566108407716,5863.0,Katharine Q. Seelye,2,2,1,1
112,0.850394370298,0.330449192914,34555.0,Carrie Dann,0,0,0,2
113,0.225258833382,-0.617103755454,4107.0,Neda Semnani,2,0,0,1
114,1.54836358601,-0.325957662846,12977.0,Cameron Joseph,0,0,0,2
115,0.464377187758,-0.824186900342,9193.0,Jennifer Duffy,2,0,0,1
116,1.10414158011,0.871334561732,34407.0,Chris Moody,0,0,0,2
117,1.60138430645,0.618288451905,48861.0,Olivier Knox,0,0,0,2
118,1.14458114956,0.86403368686,81678.0,CookPoliticalReport,0,0,0,2
119,1.81552154923,1.27602872572,85476.0,Peter Hamby,0,0,0,2
120,1.39765978709,-0.951927575519,2486.0,Trish Turner,0,0,0,2
121,0.164602608359,-0.690309868055,10564.0,Walter Shapiro,2,0,1,1
122,-0.696155510472,-0.223654063608,8755.0,Michael Hirsh,2,2,1,1
123,-0.0874549224813,0.455840431812,209007.0,Philip Rucker,2,2,1,1
124,0.473475162154,-0.0448591424325,20311.0,Neil King,2,0,0,1
125,1.7600822997,0.211563656641,33504.0,carl hulse,0,0,0,2
126,0.58391125169,0.556825809811,66933.0,Sara Murray,0,0,0,2
127,-1.15385892437,0.115635170595,285592.0,Jonathan Capehart,1,2,1,0
128,1.8583588382,0.666766049333,44769.0,Byron Tau,0,0,0,2
129,1.29581867981,-1.03650135844,4035.0,Emily Pierce,0,0,0,2
130,-0.67786582914,0.076278179605,17256.0,Elahe Izadi,2,2,1,1
131,-0.482171488378,-0.0432531279955,9511.0,Matthew Daly,2,2,1,1
132,-1.96076575737,0.0613837601587,703142.0,Melissa Harris-Perry,1,2,2,0
133,2.03659376313,0.641458411311,43180.0,James Hohmann,0,0,0,2
134,-0.173474033486,-0.575258232561,3320.0,Matt Vasilogambros,2,0,1,1
135,0.671432772352,-0.810359793169,3579.0,Elizabeth Titus,2,0,0,1
136,-1.13607523445,0.317668369256,279332.0,Kasie Hunt,1,2,1,0
137,-0.563913870852,0.396942688601,33954.0,Lisa Desjardins,2,2,1,1
138,1.71056481976,-0.801375338271,524.0,Thomas DeFrank,0,0,0,2
139,0.494075778191,-0.625237410787,9689.0,Bob Cusack,2,0,0,1
140,0.791022236036,-0.0581324709609,23971.0,Beth Reinhard,0,0,0,2
141,0.961693298669,0.495230233253,27797.0,Jessica Taylor,0,0,0,2
142,1.12017091385,0.348740146898,57567.0,Annie Karni,0,0,0,2
143,0.335542121549,-0.295670518432,18820.0,Michael C. Bender,2,0,0,1
144,0.732918869501,-0.743238991434,11808.0,Steven Ginsberg,2,0,0,1
145,1.1440953441,-0.317503402575,15655.0,Steve Peoples,0,0,0,2
146,-2.01971252422,-0.0802666058534,1456.0,David Wastell,1,2,2,0
147,-2.21894512343,0.175094933156,1670387.0,Ann Curry,1,2,2,0
148,-1.34134354839,-0.130004121294,13762.0,(((Josh))),1,2,2,0
149,0.515159814869,-0.725119516899,9547.0,Lauren Fox,2,0,0,1
150,-2.10932385279,0.199459876878,2643425.0,GeorgeStephanopoulos,1,2,2,0
151,0.789601867737,-0.755825300183,10307.0,Daniel,2,0,0,1
152,-0.808307188856,0.593915509323,344159.0,Glenn Thrush,1,2,1,0
153,0.423153944781,0.670078751041,129379.0,Larry Sabato,0,0,0,2
154,1.04232490836,0.407953618857,45805.0,Jeremy W. Peters,0,0,0,2
155,0.654960591454,0.421534722783,52877.0,Joshua Green,0,0,0,2
156,0.633680248576,0.910934633973,51094.0,Betsy Fischer Martin,0,0,0,2
157,2.45691282918,1.10357129946,71760.0,Steven Dennis,0,0,0,2
158,-0.843175114889,-0.427761781263,4089.0,Rick Dunham,1,2,1,1
159,0.631377442833,-0.838205131308,3932.0,David Mark,2,0,0,1
160,-2.64966922623,0.129965341909,10077479.0,Anderson Cooper,1,2,2,0
161,1.6795501864,0.690180123688,48309.0,Reid Wilson,0,0,0,2
162,0.773198775581,0.688731839526,60144.0,Rebecca Berg,0,0,0,2
163,-2.37953034518,0.0312962741038,867113.0,Charles Krauthammer,1,2,2,0
164,0.760124948335,-0.769364151104,10315.0,Emma Dumain,2,0,0,1
165,-0.616905164977,-0.360730428593,5899.0,Charles Dharapak,2,2,1,1
166,1.12053148828,0.513474722604,29451.0,Phil Elliott,0,0,0,2
167,0.953864923953,0.420240331853,50952.0,Jennifer Bendery,0,0,0,2
168,0.737374512751,0.350831148779,224198.0,Jonathan Martin,0,0,0,2
169,1.81569859697,1.01008830549,111277.0,Rick Klein,0,0,0,2
170,0.160722649007,-0.567634396129,722.0,Amanda Muñoz-Temple,2,2,1,1
171,-2.46601711869,0.271236509696,3036383.0,Nate Silver,1,1,2,0
172,0.0691418911917,-0.574273196623,10557.0,Mark Z. Barabak,2,0,1,1
173,-1.94553829499,0.232632022995,321933.0,AP Politics,1,2,2,0
174,-1.20345886835,-0.153055220857,11850.0,Robert Yoon,1,2,1,0
175,0.831082940853,0.307205782369,24435.0,Ali Rogin,0,0,0,2
176,-0.0781840272077,-0.578832775435,7622.0,devindwyer,2,0,1,1
177,-1.84975120366,-0.0313606650085,12268.0,Anjeanette Damon,1,2,2,0
